Species_DBs	Strain_DBs	Origin DB	Taxonomy ID	Species abb.	Assembly Accession Genbank	FTP path genbank	Assembly Accession RefSeq	FTP path refseq	TaxID refseq	Organism Name Refseq	Infraspecific Name Refseq	version_status_refseq	assembly_level_refseq	seq_rel_date_refseq	Partition	Protein Count	PathoPhenotype
Pseudomonas aeruginosa	HUM-331	ENA, NCBI	287.0	P. aeruginosa	GCA_003633065.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/633/065/GCA_003633065.1_ASM363306v1	GCF_003633065.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/633/065/GCF_003633065.1_ASM363306v1	287	Pseudomonas aeruginosa	strain=HUM-331	latest	Contig	2018/10/11	4	5963	Pathogenic
Pseudomonas aeruginosa	HUM-534	ENA, NCBI	287.0	P. aeruginosa	GCA_003633255.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/633/255/GCA_003633255.1_ASM363325v1	GCF_003633255.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/633/255/GCF_003633255.1_ASM363325v1	287	Pseudomonas aeruginosa	strain=HUM-534	latest	Contig	2018/10/11	4	5984	Pathogenic
Yersinia sp. IP36721	IP36721	ENA	2161716.0	Yersinia sp. IP36721	GCA_003634395.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/634/395/GCA_003634395.1_ASM363439v1	GCF_003634395.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/634/395/GCF_003634395.1_ASM363439v1	2161716	Yersinia sp. IP36721	strain=IP36721	latest	Contig	2018/10/11	4	3979	Pathogenic
Helicobacter pylori	HPJ165	ENA	210.0	H. pylori	GCA_003635545.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/545/GCA_003635545.1_ASM363554v1	GCF_003635545.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/545/GCF_003635545.1_ASM363554v1	210	Helicobacter pylori	strain=HPJ165	latest	Contig	2018/10/12	3	1624	Pathogenic
Helicobacter pylori	HPJ040	ENA	210.0	H. pylori	GCA_003635555.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/555/GCA_003635555.1_ASM363555v1	GCF_003635555.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/555/GCF_003635555.1_ASM363555v1	210	Helicobacter pylori	strain=HPJ040	latest	Contig	2018/10/12	3	1557	Pathogenic
Helicobacter pylori	HPAS14	ENA	210.0	H. pylori	GCA_003635585.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/585/GCA_003635585.1_ASM363558v1	GCF_003635585.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/585/GCF_003635585.1_ASM363558v1	210	Helicobacter pylori	strain=HPAS14	latest	Contig	2018/10/12	3	1509	Pathogenic
Helicobacter pylori	HPJ013	ENA	210.0	H. pylori	GCA_003635595.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/595/GCA_003635595.1_ASM363559v1	GCF_003635595.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/595/GCF_003635595.1_ASM363559v1	210	Helicobacter pylori	strain=HPJ013	latest	Contig	2018/10/12	3	1592	Pathogenic
Helicobacter pylori	HP99647	ENA	210.0	H. pylori	GCA_003635615.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/615/GCA_003635615.1_ASM363561v1	GCF_003635615.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/615/GCF_003635615.1_ASM363561v1	210	Helicobacter pylori	strain=HP99647	latest	Contig	2018/10/12	3	1496	Pathogenic
Helicobacter pylori	HP99521	ENA	210.0	H. pylori	GCA_003635645.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/645/GCA_003635645.1_ASM363564v1	GCF_003635645.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/645/GCF_003635645.1_ASM363564v1	210	Helicobacter pylori	strain=HP99521	latest	Contig	2018/10/12	3	1554	Pathogenic
Helicobacter pylori	HP99392	ENA	210.0	H. pylori	GCA_003635655.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/655/GCA_003635655.1_ASM363565v1	GCF_003635655.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/655/GCF_003635655.1_ASM363565v1	210	Helicobacter pylori	strain=HP99392	latest	Contig	2018/10/12	3	1568	Pathogenic
Helicobacter pylori	HP99330	ENA	210.0	H. pylori	GCA_003635665.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/665/GCA_003635665.1_ASM363566v1	GCF_003635665.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/665/GCF_003635665.1_ASM363566v1	210	Helicobacter pylori	strain=HP99330	latest	Contig	2018/10/12	3	1525	Pathogenic
Helicobacter pylori	HP99255	ENA	210.0	H. pylori	GCA_003635705.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/705/GCA_003635705.1_ASM363570v1	GCF_003635705.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/705/GCF_003635705.1_ASM363570v1	210	Helicobacter pylori	strain=HP99255	latest	Contig	2018/10/12	3	1469	Pathogenic
Helicobacter pylori	HP99216	ENA	210.0	H. pylori	GCA_003635715.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/715/GCA_003635715.1_ASM363571v1	GCF_003635715.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/715/GCF_003635715.1_ASM363571v1	210	Helicobacter pylori	strain=HP99216	latest	Contig	2018/10/12	3	1557	Pathogenic
Helicobacter pylori	HP98317	ENA	210.0	H. pylori	GCA_003635735.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/735/GCA_003635735.1_ASM363573v1	GCF_003635735.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/735/GCF_003635735.1_ASM363573v1	210	Helicobacter pylori	strain=HP98317	latest	Contig	2018/10/12	3	1529	Pathogenic
Helicobacter pylori	HP15067	ENA	210.0	H. pylori	GCA_003635765.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/765/GCA_003635765.1_ASM363576v1	GCF_003635765.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/765/GCF_003635765.1_ASM363576v1	210	Helicobacter pylori	strain=HP15067	latest	Contig	2018/10/12	3	1519	Pathogenic
Helicobacter pylori	HP15059	ENA	210.0	H. pylori	GCA_003635785.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/785/GCA_003635785.1_ASM363578v1	GCF_003635785.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/785/GCF_003635785.1_ASM363578v1	210	Helicobacter pylori	strain=HP15059	latest	Contig	2018/10/12	3	1563	Pathogenic
Helicobacter pylori	HP15060	ENA	210.0	H. pylori	GCA_003635795.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/795/GCA_003635795.1_ASM363579v1	GCF_003635795.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/795/GCF_003635795.1_ASM363579v1	210	Helicobacter pylori	strain=HP15060	latest	Contig	2018/10/12	3	1547	Pathogenic
Helicobacter pylori	HP15058	ENA	210.0	H. pylori	GCA_003635825.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/825/GCA_003635825.1_ASM363582v1	GCF_003635825.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/825/GCF_003635825.1_ASM363582v1	210	Helicobacter pylori	strain=HP15058	latest	Contig	2018/10/12	3	1480	Pathogenic
Helicobacter pylori	HP15050	ENA	210.0	H. pylori	GCA_003635845.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/845/GCA_003635845.1_ASM363584v1	GCF_003635845.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/845/GCF_003635845.1_ASM363584v1	210	Helicobacter pylori	strain=HP15050	latest	Contig	2018/10/12	3	1579	Pathogenic
Helicobacter pylori	HP15039	ENA	210.0	H. pylori	GCA_003635855.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/855/GCA_003635855.1_ASM363585v1	GCF_003635855.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/855/GCF_003635855.1_ASM363585v1	210	Helicobacter pylori	strain=HP15039	latest	Contig	2018/10/12	3	1533	Pathogenic
Helicobacter pylori	HP15036	ENA	210.0	H. pylori	GCA_003635885.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/885/GCA_003635885.1_ASM363588v1	GCF_003635885.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/885/GCF_003635885.1_ASM363588v1	210	Helicobacter pylori	strain=HP15036	latest	Contig	2018/10/12	3	1476	Pathogenic
Helicobacter pylori	HP15035	ENA	210.0	H. pylori	GCA_003635905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/905/GCA_003635905.1_ASM363590v1	GCF_003635905.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/905/GCF_003635905.1_ASM363590v1	210	Helicobacter pylori	strain=HP15035	latest	Contig	2018/10/12	3	1546	Pathogenic
Helicobacter pylori	HP15034	ENA	210.0	H. pylori	GCA_003635915.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/915/GCA_003635915.1_ASM363591v1	GCF_003635915.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/915/GCF_003635915.1_ASM363591v1	210	Helicobacter pylori	strain=HP15034	latest	Contig	2018/10/12	3	1547	Pathogenic
Helicobacter pylori	HP15032	ENA	210.0	H. pylori	GCA_003635945.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/945/GCA_003635945.1_ASM363594v1	GCF_003635945.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/945/GCF_003635945.1_ASM363594v1	210	Helicobacter pylori	strain=HP15032	latest	Contig	2018/10/12	3	1495	Pathogenic
Helicobacter pylori	HP15028	ENA	210.0	H. pylori	GCA_003635965.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/965/GCA_003635965.1_ASM363596v1	GCF_003635965.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/965/GCF_003635965.1_ASM363596v1	210	Helicobacter pylori	strain=HP15028	latest	Contig	2018/10/12	3	1575	Pathogenic
Helicobacter pylori	HP15031	ENA	210.0	H. pylori	GCA_003635975.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/975/GCA_003635975.1_ASM363597v1	GCF_003635975.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/975/GCF_003635975.1_ASM363597v1	210	Helicobacter pylori	strain=HP15031	latest	Contig	2018/10/12	3	1538	Pathogenic
Helicobacter pylori	HP15027	ENA	210.0	H. pylori	GCA_003636005.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/005/GCA_003636005.1_ASM363600v1	GCF_003636005.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/005/GCF_003636005.1_ASM363600v1	210	Helicobacter pylori	strain=HP15027	latest	Contig	2018/10/12	3	1517	Pathogenic
Helicobacter pylori	HP15022	ENA	210.0	H. pylori	GCA_003636025.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/025/GCA_003636025.1_ASM363602v1	GCF_003636025.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/025/GCF_003636025.1_ASM363602v1	210	Helicobacter pylori	strain=HP15022	latest	Contig	2018/10/12	3	1587	Pathogenic
Helicobacter pylori	HP15026	ENA	210.0	H. pylori	GCA_003636035.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/035/GCA_003636035.1_ASM363603v1	GCF_003636035.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/035/GCF_003636035.1_ASM363603v1	210	Helicobacter pylori	strain=HP15026	latest	Contig	2018/10/12	3	1619	Pathogenic
Helicobacter pylori	HP15018	ENA	210.0	H. pylori	GCA_003636065.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/065/GCA_003636065.1_ASM363606v1	GCF_003636065.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/065/GCF_003636065.1_ASM363606v1	210	Helicobacter pylori	strain=HP15018	latest	Contig	2018/10/12	3	1487	Pathogenic
Helicobacter pylori	HP15015	ENA	210.0	H. pylori	GCA_003636085.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/085/GCA_003636085.1_ASM363608v1	GCF_003636085.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/085/GCF_003636085.1_ASM363608v1	210	Helicobacter pylori	strain=HP15015	latest	Contig	2018/10/12	3	1512	Pathogenic
Helicobacter pylori	HP15013	ENA	210.0	H. pylori	GCA_003636095.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/095/GCA_003636095.1_ASM363609v1	GCF_003636095.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/095/GCF_003636095.1_ASM363609v1	210	Helicobacter pylori	strain=HP15013	latest	Contig	2018/10/12	3	1525	Pathogenic
Helicobacter pylori	HP15012	ENA	210.0	H. pylori	GCA_003636105.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/105/GCA_003636105.1_ASM363610v1	GCF_003636105.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/105/GCF_003636105.1_ASM363610v1	210	Helicobacter pylori	strain=HP15012	latest	Contig	2018/10/12	3	1529	Pathogenic
Helicobacter pylori	HP15011	ENA	210.0	H. pylori	GCA_003636145.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/145/GCA_003636145.1_ASM363614v1	GCF_003636145.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/145/GCF_003636145.1_ASM363614v1	210	Helicobacter pylori	strain=HP15011	latest	Contig	2018/10/12	3	1581	Pathogenic
Helicobacter pylori	HP15006	ENA	210.0	H. pylori	GCA_003636155.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/155/GCA_003636155.1_ASM363615v1	GCF_003636155.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/155/GCF_003636155.1_ASM363615v1	210	Helicobacter pylori	strain=HP15006	latest	Contig	2018/10/12	3	1587	Pathogenic
Helicobacter pylori	HP15005	ENA	210.0	H. pylori	GCA_003636165.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/165/GCA_003636165.1_ASM363616v1	GCF_003636165.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/165/GCF_003636165.1_ASM363616v1	210	Helicobacter pylori	strain=HP15005	latest	Contig	2018/10/12	3	1487	Pathogenic
Helicobacter pylori	HPJ099	ENA	210.0	H. pylori	GCA_003636205.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/205/GCA_003636205.1_ASM363620v1	GCF_003636205.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/205/GCF_003636205.1_ASM363620v1	210	Helicobacter pylori	strain=HPJ099	latest	Contig	2018/10/12	3	1516	Pathogenic
Helicobacter pylori	HPJ050	ENA	210.0	H. pylori	GCA_003636225.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/225/GCA_003636225.1_ASM363622v1	GCF_003636225.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/225/GCF_003636225.1_ASM363622v1	210	Helicobacter pylori	strain=HPJ050	latest	Contig	2018/10/12	3	1628	Pathogenic
Helicobacter pylori	HP99689	ENA	210.0	H. pylori	GCA_003636275.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/275/GCA_003636275.1_ASM363627v1	GCF_003636275.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/275/GCF_003636275.1_ASM363627v1	210	Helicobacter pylori	strain=HP99689	latest	Contig	2018/10/12	3	1549	Pathogenic
Helicobacter pylori	HP99648	ENA	210.0	H. pylori	GCA_003636325.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/325/GCA_003636325.1_ASM363632v1	GCF_003636325.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/325/GCF_003636325.1_ASM363632v1	210	Helicobacter pylori	strain=HP99648	latest	Contig	2018/10/12	3	1538	Pathogenic
Helicobacter pylori	HP99316	ENA	210.0	H. pylori	GCA_003636335.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/335/GCA_003636335.1_ASM363633v1	GCF_003636335.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/335/GCF_003636335.1_ASM363633v1	210	Helicobacter pylori	strain=HP99316	latest	Contig	2018/10/12	3	1590	Pathogenic
Helicobacter pylori	HP99244	ENA	210.0	H. pylori	GCA_003636355.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/355/GCA_003636355.1_ASM363635v1	GCF_003636355.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/355/GCF_003636355.1_ASM363635v1	210	Helicobacter pylori	strain=HP99244	latest	Contig	2018/10/12	3	1551	Pathogenic
Helicobacter pylori	HP98490	ENA	210.0	H. pylori	GCA_003636385.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/385/GCA_003636385.1_ASM363638v1	GCF_003636385.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/385/GCF_003636385.1_ASM363638v1	210	Helicobacter pylori	strain=HP98490	latest	Contig	2018/10/12	3	1613	Pathogenic
Helicobacter pylori	HP98123	ENA	210.0	H. pylori	GCA_003636395.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/395/GCA_003636395.1_ASM363639v1	GCF_003636395.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/395/GCF_003636395.1_ASM363639v1	210	Helicobacter pylori	strain=HP98123	latest	Contig	2018/10/12	3	1565	Pathogenic
Helicobacter pylori	HP97011	ENA	210.0	H. pylori	GCA_003636415.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/415/GCA_003636415.1_ASM363641v1	GCF_003636415.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/415/GCF_003636415.1_ASM363641v1	210	Helicobacter pylori	strain=HP97011	latest	Contig	2018/10/12	3	1498	Pathogenic
Helicobacter pylori	HP16008	ENA	210.0	H. pylori	GCA_003636445.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/445/GCA_003636445.1_ASM363644v1	GCF_003636445.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/445/GCF_003636445.1_ASM363644v1	210	Helicobacter pylori	strain=HP16008	latest	Contig	2018/10/12	3	1563	Pathogenic
Helicobacter pylori	HP16004	ENA	210.0	H. pylori	GCA_003636455.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/455/GCA_003636455.1_ASM363645v1	GCF_003636455.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/455/GCF_003636455.1_ASM363645v1	210	Helicobacter pylori	strain=HP16004	latest	Contig	2018/10/12	3	1474	Pathogenic
Helicobacter pylori	HP16001	ENA	210.0	H. pylori	GCA_003636485.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/485/GCA_003636485.1_ASM363648v1	GCF_003636485.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/485/GCF_003636485.1_ASM363648v1	210	Helicobacter pylori	strain=HP16001	latest	Contig	2018/10/12	3	1626	Pathogenic
Helicobacter pylori	HP15051	ENA	210.0	H. pylori	GCA_003636505.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/505/GCA_003636505.1_ASM363650v1	GCF_003636505.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/505/GCF_003636505.1_ASM363650v1	210	Helicobacter pylori	strain=HP15051	latest	Contig	2018/10/12	3	1551	Pathogenic
Helicobacter pylori	HP15044	ENA	210.0	H. pylori	GCA_003636525.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/525/GCA_003636525.1_ASM363652v1	GCF_003636525.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/525/GCF_003636525.1_ASM363652v1	210	Helicobacter pylori	strain=HP15044	latest	Contig	2018/10/12	3	1571	Pathogenic
Helicobacter pylori	HP15054	ENA	210.0	H. pylori	GCA_003636545.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/545/GCA_003636545.1_ASM363654v1	GCF_003636545.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/545/GCF_003636545.1_ASM363654v1	210	Helicobacter pylori	strain=HP15054	latest	Contig	2018/10/12	3	1535	Pathogenic
Helicobacter pylori	HP15040	ENA	210.0	H. pylori	GCA_003636555.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/555/GCA_003636555.1_ASM363655v1	GCF_003636555.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/555/GCF_003636555.1_ASM363655v1	210	Helicobacter pylori	strain=HP15040	latest	Contig	2018/10/12	3	1523	Pathogenic
Helicobacter pylori	HP15033	ENA	210.0	H. pylori	GCA_003636585.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/585/GCA_003636585.1_ASM363658v1	GCF_003636585.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/585/GCF_003636585.1_ASM363658v1	210	Helicobacter pylori	strain=HP15033	latest	Contig	2018/10/12	3	1515	Pathogenic
Helicobacter pylori	HP15020	ENA	210.0	H. pylori	GCA_003636605.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/605/GCA_003636605.1_ASM363660v1	GCF_003636605.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/605/GCF_003636605.1_ASM363660v1	210	Helicobacter pylori	strain=HP15020	latest	Contig	2018/10/12	3	1515	Pathogenic
Helicobacter pylori	HP15025	ENA	210.0	H. pylori	GCA_003636615.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/615/GCA_003636615.1_ASM363661v1	GCF_003636615.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/615/GCF_003636615.1_ASM363661v1	210	Helicobacter pylori	strain=HP15025	latest	Contig	2018/10/12	3	1594	Pathogenic
Helicobacter pylori	HP15004	ENA	210.0	H. pylori	GCA_003636645.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/645/GCA_003636645.1_ASM363664v1	GCF_003636645.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/645/GCF_003636645.1_ASM363664v1	210	Helicobacter pylori	strain=HP15004	latest	Contig	2018/10/12	3	1575	Pathogenic
Helicobacter pylori	HP15003	ENA	210.0	H. pylori	GCA_003636665.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/665/GCA_003636665.1_ASM363666v1	GCF_003636665.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/665/GCF_003636665.1_ASM363666v1	210	Helicobacter pylori	strain=HP15003	latest	Contig	2018/10/12	3	1543	Pathogenic
Helicobacter pylori	HP15002	ENA	210.0	H. pylori	GCA_003636675.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/675/GCA_003636675.1_ASM363667v1	GCF_003636675.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/675/GCF_003636675.1_ASM363667v1	210	Helicobacter pylori	strain=HP15002	latest	Contig	2018/10/12	3	1534	Pathogenic
Helicobacter pylori	HP14069	ENA	210.0	H. pylori	GCA_003636705.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/705/GCA_003636705.1_ASM363670v1	GCF_003636705.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/705/GCF_003636705.1_ASM363670v1	210	Helicobacter pylori	strain=HP14069	latest	Contig	2018/10/12	3	1566	Pathogenic
Helicobacter pylori	HP14065	ENA	210.0	H. pylori	GCA_003636725.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/725/GCA_003636725.1_ASM363672v1	GCF_003636725.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/725/GCF_003636725.1_ASM363672v1	210	Helicobacter pylori	strain=HP14065	latest	Contig	2018/10/12	3	1541	Pathogenic
Helicobacter pylori	HP14056	ENA	210.0	H. pylori	GCA_003636745.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/745/GCA_003636745.1_ASM363674v1	GCF_003636745.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/745/GCF_003636745.1_ASM363674v1	210	Helicobacter pylori	strain=HP14056	latest	Contig	2018/10/12	3	1545	Pathogenic
Helicobacter pylori	HP14054	ENA	210.0	H. pylori	GCA_003636765.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/765/GCA_003636765.1_ASM363676v1	GCF_003636765.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/765/GCF_003636765.1_ASM363676v1	210	Helicobacter pylori	strain=HP14054	latest	Contig	2018/10/12	3	1510	Pathogenic
Helicobacter pylori	HP14052	ENA	210.0	H. pylori	GCA_003636785.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/785/GCA_003636785.1_ASM363678v1	GCF_003636785.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/785/GCF_003636785.1_ASM363678v1	210	Helicobacter pylori	strain=HP14052	latest	Contig	2018/10/12	3	1517	Pathogenic
Helicobacter pylori	HP14051	ENA	210.0	H. pylori	GCA_003636805.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/805/GCA_003636805.1_ASM363680v1	GCF_003636805.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/805/GCF_003636805.1_ASM363680v1	210	Helicobacter pylori	strain=HP14051	latest	Contig	2018/10/12	3	1509	Pathogenic
Helicobacter pylori	HP14050	ENA	210.0	H. pylori	GCA_003636825.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/825/GCA_003636825.1_ASM363682v1	GCF_003636825.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/825/GCF_003636825.1_ASM363682v1	210	Helicobacter pylori	strain=HP14050	latest	Contig	2018/10/12	3	1485	Pathogenic
Helicobacter pylori	HP14048	ENA	210.0	H. pylori	GCA_003636845.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/845/GCA_003636845.1_ASM363684v1	GCF_003636845.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/845/GCF_003636845.1_ASM363684v1	210	Helicobacter pylori	strain=HP14048	latest	Contig	2018/10/12	3	1501	Pathogenic
Helicobacter pylori	HP14039	ENA, ENA	210.0	H. pylori	GCA_003636855.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/855/GCA_003636855.2_ASM363685v2	GCF_003636855.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/855/GCF_003636855.2_ASM363685v2	210	Helicobacter pylori	strain=HP14039	latest	Complete Genome	2019/02/04	3	1575	Pathogenic
