Species_DBs	Strain_DBs	Origin DB	Taxonomy ID	Species abb.	assembly_accession_genbank	FTP path genbank	assembly_accession_refseq	FTP path refseq	TaxID refseq	Organism Name Refseq	Infraspecific Name Refseq	version_status_refseq	assembly_level_refseq	seq_rel_date_refseq	PathoPhenotype
Enterobacter hormaechei	uvzsr-PT_24_00001-A10-AR_24_00000205	NCBI	158836	E. hormaechei	GCA_964212165.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/212/165/GCA_964212165.1_uvzsr-PT_24_00001-A10-AR_24_00000205	GCF_964212165.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/212/165/GCF_964212165.1_uvzsr-PT_24_00001-A10-AR_24_00000205	158836	Enterobacter hormaechei	strain=uvzsr-PT_24_00001-A10-AR_24_00000205	latest	Contig	2024-08-03	Pathogenic
Salmonella enterica	RSE29	NCBI	2500154	S. enterica	GCA_044357315.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/357/315/GCA_044357315.1_ASM4435731v1	GCF_044357315.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/044/357/315/GCF_044357315.1_ASM4435731v1	2500154	Salmonella enterica subsp. enterica serovar Moero	strain=RSE29	latest	Complete Genome	2024-11-07	Pathogenic
Klebsiella pneumoniae	HKU6	NCBI	1667327	K. pneumoniae	GCA_036992525.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/992/525/GCA_036992525.1_ASM3699252v1	GCF_036992525.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/992/525/GCF_036992525.1_ASM3699252v1	1667327	Klebsiella quasipneumoniae subsp. quasipneumoniae	strain=HKU6	latest	Contig	2024-03-04	Pathogenic
Campylobacter jejuni		NCBI	197	C. jejuni	GCA_964274785.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/274/785/GCA_964274785.1_23-20543	GCF_964274785.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/274/785/GCF_964274785.1_23-20543	197	Campylobacter jejuni	na	latest	Contig	2024-10-06	Pathogenic
Acinetobacter baumannii	MGL_Ab-1	NCBI, Patric (diseases)	470	A. baumannii	GCA_036528515.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/528/515/GCA_036528515.1_ASM3652851v1	GCF_036528515.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/528/515/GCF_036528515.1_ASM3652851v1	470	Acinetobacter baumannii	strain=MGL_Ab-1	latest	Contig	2024-02-09	Pathogenic
Acinetobacter baumannii	L066	Patric (diseases)	470	A. baumannii	GCA_015537965.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/537/965/GCA_015537965.1_ASM1553796v1	GCF_015537965.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/537/965/GCF_015537965.1_ASM1553796v1	470	Acinetobacter baumannii	strain=L066	latest	Contig	2020-11-17	Pathogenic
Klebsiella pneumoniae	FFMG-683-06-21	NCBI	573	K. pneumoniae	GCA_964207625.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/207/625/GCA_964207625.1_FFMG_683-06-21.1	GCF_964207625.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/207/625/GCF_964207625.1_FFMG_683-06-21.1	573	Klebsiella pneumoniae	strain=FFMG-683-06-21	latest	Contig	2024-07-29	Pathogenic
Pseudomonas aeruginosa	F020	NCBI, Patric (diseases)	287	P. aeruginosa	GCA_036233435.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/233/435/GCA_036233435.1_ASM3623343v1	GCF_036233435.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/233/435/GCF_036233435.1_ASM3623343v1	287	Pseudomonas aeruginosa	strain=F020	latest	Complete Genome	2024-01-26	Pathogenic
Acinetobacter baumannii	0000-0002-3277-7364	NCBI	470	A. baumannii	GCA_045448975.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/045/448/975/GCA_045448975.1_ASM4544897v1	GCF_045448975.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/448/975/GCF_045448975.1_ASM4544897v1	470	Acinetobacter baumannii	strain=0000-0002-3277-7364	latest	Scaffold	2024-11-27	Pathogenic
Acinetobacter nosocomialis//Acinetobacter baumannii	AN98	NCBI, Patric (diseases)	106654	Acinetobacter nosocomialis//Acinetobacter baumannii	GCA_037028545.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/028/545/GCA_037028545.1_ASM3702854v1	GCF_037028545.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/028/545/GCF_037028545.1_ASM3702854v1	106654	Acinetobacter nosocomialis	strain=AN98	latest	Contig	2024-03-05	Pathogenic
Enterobacter kobei	D1853	NCBI	208224	E. kobei	GCA_040407035.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/407/035/GCA_040407035.1_ASM4040703v1	GCF_040407035.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/407/035/GCF_040407035.1_ASM4040703v1	208224	Enterobacter kobei	strain=D1853	latest	Contig	2024-06-27	Pathogenic
Escherichia coli	Past_Tod_2	NCBI	562	E. coli	GCA_040813415.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/813/415/GCA_040813415.1_ASM4081341v1	GCF_040813415.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/813/415/GCF_040813415.1_ASM4081341v1	562	Escherichia coli	strain=Past_Tod_2	latest	Contig	2024-07-22	Pathogenic
Citrobacter freundii	CF-63	NCBI	546	C. freundii	GCA_032192355.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/192/355/GCA_032192355.2_ASM3219235v2	GCF_032192355.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/192/355/GCF_032192355.2_ASM3219235v2	546	Citrobacter freundii	strain=CF-63	latest	Contig	2024-04-24	Pathogenic
Enterobacter roggenkampii	1200487	NCBI	1812935	E. roggenkampii	GCA_036949745.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/949/745/GCA_036949745.1_ASM3694974v1	GCF_036949745.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/949/745/GCF_036949745.1_ASM3694974v1	1812935	Enterobacter roggenkampii	strain=1200487	latest	Scaffold	2024-03-01	Pathogenic
Salmonella enterica	22578	NCBI	59201	S. enterica	GCA_041925395.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/925/395/GCA_041925395.1_ASM4192539v1	GCF_041925395.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/925/395/GCF_041925395.1_ASM4192539v1	59201	Salmonella enterica subsp. enterica	strain=22578	latest	Contig	2024-09-14	Pathogenic
Shewanella algae	S2	NCBI	38313	S. algae	GCA_039616625.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/616/625/GCA_039616625.1_ASM3961662v1	GCF_039616625.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/616/625/GCF_039616625.1_ASM3961662v1	38313	Shewanella algae	strain=S2	latest	Contig	2024-05-12	Pathogenic
Pseudomonas aeruginosa	PA_06	NCBI	287	P. aeruginosa	GCA_042953965.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/953/965/GCA_042953965.1_ASM4295396v1	GCF_042953965.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/953/965/GCF_042953965.1_ASM4295396v1	287	Pseudomonas aeruginosa	strain=PA_06	latest	Contig	2024-10-10	Pathogenic
Citrobacter freundii	20-MO00102-0	NCBI	546	C. freundii	GCA_036813915.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/813/915/GCA_036813915.1_ASM3681391v1	GCF_036813915.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/813/915/GCF_036813915.1_ASM3681391v1	546	Citrobacter freundii	strain=20-MO00102-0	latest	Contig	2024-02-22	Pathogenic
Shewanella algae	HIDE	NCBI	38313	S. algae	GCA_044357765.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/357/765/GCA_044357765.1_ASM4435776v1	GCF_044357765.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/044/357/765/GCF_044357765.1_ASM4435776v1	38313	Shewanella algae	strain=HIDE	latest	Complete Genome	2024-11-07	Pathogenic
Staphylococcus aureus	C5951	NCBI	1280	S. aureus	GCA_041922975.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/922/975/GCA_041922975.1_ASM4192297v1	GCF_041922975.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/922/975/GCF_041922975.1_ASM4192297v1	1280	Staphylococcus aureus	strain=C5951	latest	Contig	2024-09-14	Pathogenic
Citrobacter freundii	C-P589	NCBI	57706	C. freundii	GCA_035024725.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/024/725/GCA_035024725.1_ASM3502472v1	GCF_035024725.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/024/725/GCF_035024725.1_ASM3502472v1	57706	Citrobacter braakii	strain=C-P589	latest	Scaffold	2024-01-03	Pathogenic
Enterobacter chuandaensis	ELB204	NCBI	2497875	E. chuandaensis	GCA_036707735.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/707/735/GCA_036707735.1_ASM3670773v1	GCF_036707735.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/707/735/GCF_036707735.1_ASM3670773v1	2497875	Enterobacter chuandaensis	strain=ELB204	latest	Contig	2024-02-20	Pathogenic
Klebsiella pneumoniae	KP34_L5_41.22_ST20_NDM1	NCBI	573	K. pneumoniae	GCA_035658175.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/658/175/GCA_035658175.1_ASM3565817v1	GCF_035658175.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/658/175/GCF_035658175.1_ASM3565817v1	573	Klebsiella pneumoniae	strain=KP34_L5_41.22_ST20_NDM1	latest	Complete Genome	2024-01-15	Pathogenic
Aeromonas caviae	FUJ01280	Patric (diseases)	648	A. caviae	GCA_035206045.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/206/045/GCA_035206045.1_ASM3520604v1	GCF_035206045.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/206/045/GCF_035206045.1_ASM3520604v1	648	Aeromonas caviae	strain=FUJ01280	latest	Contig	2024-01-08	Pathogenic
Klebsiella pneumoniae	OND205	NCBI	1463165	K. pneumoniae	GCA_041425655.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/425/655/GCA_041425655.1_ASM4142565v1	GCF_041425655.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/425/655/GCF_041425655.1_ASM4142565v1	1463165	Klebsiella quasipneumoniae	strain=OND205	latest	Contig	2024-08-21	Pathogenic
Burkholderia cepacia//Burkholderia contaminans	CAMPA 1517	NCBI, Patric (diseases)	488447	Burkholderia cepacia//Burkholderia contaminans	GCA_035725805.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/725/805/GCA_035725805.1_ASM3572580v1	GCF_035725805.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/725/805/GCF_035725805.1_ASM3572580v1	488447	Burkholderia contaminans	strain=CAMPA 1517	latest	Contig	2024-01-16	Pathogenic
Enterococcus faecalis	LW226	NCBI	1351	E. faecalis	GCA_040203555.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/203/555/GCA_040203555.1_ASM4020355v1	GCF_040203555.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/203/555/GCF_040203555.1_ASM4020355v1	1351	Enterococcus faecalis	strain=LW226	latest	Scaffold	2024-06-16	Pathogenic
Klebsiella pneumoniae	HEE57_1	NCBI	573	K. pneumoniae	GCA_037402565.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/402/565/GCA_037402565.1_ASM3740256v1	GCF_037402565.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/402/565/GCF_037402565.1_ASM3740256v1	573	Klebsiella pneumoniae	strain=HEE57_1	latest	Scaffold	2024-03-19	Pathogenic
Klebsiella pneumoniae	NK_H1_044	NCBI	2590157	K. pneumoniae	GCA_041902825.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/902/825/GCA_041902825.1_ASM4190282v1	GCF_041902825.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/902/825/GCF_041902825.1_ASM4190282v1	2590157	Klebsiella variicola subsp. variicola	strain=NK_H1_044	latest	Complete Genome	2024-09-13	Pathogenic
Klebsiella pneumoniae	K21	NCBI, Patric (diseases)	573	K. pneumoniae	GCA_036576665.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/576/665/GCA_036576665.1_ASM3657666v1	GCF_036576665.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/576/665/GCF_036576665.1_ASM3657666v1	573	Klebsiella pneumoniae	strain=K21	latest	Contig	2024-02-12	Pathogenic
Pseudomonas aeruginosa	MAS152	NCBI	287	P. aeruginosa	GCA_042666995.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/666/995/GCA_042666995.1_ASM4266699v1	GCF_042666995.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/666/995/GCF_042666995.1_ASM4266699v1	287	Pseudomonas aeruginosa	strain=MAS152	latest	Complete Genome	2024-10-10	Pathogenic
Escherichia coli	TC514	NCBI	562	E. coli	GCA_963681115.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/681/115/GCA_963681115.1_TC514	GCF_963681115.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/681/115/GCF_963681115.1_TC514	562	Escherichia coli	strain=TC514	latest	Contig	2024-04-17	Pathogenic
Salmonella enterica	Sal097	NCBI	2565184	S. enterica	GCA_037844465.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/844/465/GCA_037844465.1_ASM3784446v1	GCF_037844465.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/844/465/GCF_037844465.1_ASM3784446v1	2565184	Salmonella enterica subsp. enterica serovar Welikade	strain=Sal097	latest	Scaffold	2024-03-29	Pathogenic
Enterobacter cloacae	4401	NCBI	550	E. cloacae	GCA_035790575.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/790/575/GCA_035790575.1_ASM3579057v1	GCF_035790575.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/790/575/GCF_035790575.1_ASM3579057v1	550	Enterobacter cloacae	strain=4401	latest	Contig	2024-01-17	Pathogenic
Helicobacter pylori	P08204	Patric (diseases)	210	H. pylori	GCA_035621155.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/621/155/GCA_035621155.1_ASM3562115v1	GCF_035621155.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/621/155/GCF_035621155.1_ASM3562115v1	210	Helicobacter pylori	strain=P08204	latest	Complete Genome	2024-01-14	Pathogenic
Pseudomonas aeruginosa	2016C02-074	NCBI	287	P. aeruginosa	GCA_038431915.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/431/915/GCA_038431915.1_ASM3843191v1	GCF_038431915.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/431/915/GCF_038431915.1_ASM3843191v1	287	Pseudomonas aeruginosa	strain=2016C02-074	latest	Complete Genome	2024-04-25	Pathogenic
Enterobacter hormaechei	32_PSU	NCBI	158836	E. hormaechei	GCA_036731725.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/731/725/GCA_036731725.1_ASM3673172v1	GCF_036731725.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/731/725/GCF_036731725.1_ASM3673172v1	158836	Enterobacter hormaechei	strain=32_PSU	latest	Scaffold	2024-02-21	Pathogenic
Campylobacter jejuni	DVHRF0169	NCBI	197	C. jejuni	GCA_043565235.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/565/235/GCA_043565235.1_ASM4356523v1	GCF_043565235.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/043/565/235/GCF_043565235.1_ASM4356523v1	197	Campylobacter jejuni	strain=DVHRF0169	latest	Contig	2024-10-21	Pathogenic
Bacillus cereus	Sample30	NCBI	2816449	B. cereus	GCA_036851575.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/851/575/GCA_036851575.1_ASM3685157v1	GCF_036851575.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/851/575/GCF_036851575.1_ASM3685157v1	2816449	Bacillus cereus group sp. Sample30	strain=Sample30	latest	Contig	2024-02-23	Pathogenic
Pasteurella multocida	Past3	NCBI	747	P. multocida	GCA_035226565.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/226/565/GCA_035226565.1_ASM3522656v1	GCF_035226565.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/226/565/GCF_035226565.1_ASM3522656v1	747	Pasteurella multocida	strain=Past3	latest	Complete Genome	2024-01-05	Pathogenic
Streptococcus pneumoniae	Spn17007	NCBI	1313	S. pneumoniae	GCA_039562945.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/562/945/GCA_039562945.1_ASM3956294v1	GCF_039562945.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/562/945/GCF_039562945.1_ASM3956294v1	1313	Streptococcus pneumoniae	strain=Spn17007	latest	Contig	2024-05-07	Pathogenic
Enterobacter hormaechei	W139	NCBI	158836	E. hormaechei	GCA_041004285.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/004/285/GCA_041004285.1_W139	GCF_041004285.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/004/285/GCF_041004285.1_W139	158836	Enterobacter hormaechei	strain=W139	latest	Complete Genome	2024-08-03	Pathogenic
Citrobacter freundii	RIVM_C041585	NCBI	546	C. freundii	GCA_040011335.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/011/335/GCA_040011335.1_ASM4001133v1	GCF_040011335.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/011/335/GCF_040011335.1_ASM4001133v1	546	Citrobacter freundii	strain=RIVM_C041585	latest	Contig	2024-06-02	Pathogenic
Acinetobacter baumannii	UAB_Ab_233	NCBI	470	A. baumannii	GCA_040443935.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/443/935/GCA_040443935.1_ASM4044393v1	GCF_040443935.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/443/935/GCF_040443935.1_ASM4044393v1	470	Acinetobacter baumannii	strain=UAB_Ab_233	latest	Contig	2024-07-01	Pathogenic
Enterococcus faecalis	739p	NCBI	1351	E. faecalis	GCA_042135265.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/135/265/GCA_042135265.1_ASM4213526v1	GCF_042135265.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/135/265/GCF_042135265.1_ASM4213526v1	1351	Enterococcus faecalis	strain=739p	latest	Contig	2024-09-21	Pathogenic
Streptococcus pneumoniae	Spn16060	NCBI	1313	S. pneumoniae	GCA_039563345.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/563/345/GCA_039563345.1_ASM3956334v1	GCF_039563345.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/563/345/GCF_039563345.1_ASM3956334v1	1313	Streptococcus pneumoniae	strain=Spn16060	latest	Contig	2024-05-07	Pathogenic
Klebsiella oxytoca	FFMG-1053-12-21	NCBI	571	K. oxytoca	GCA_964207235.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/207/235/GCA_964207235.1_FFMG_1053-12-21.2	GCF_964207235.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/207/235/GCF_964207235.1_FFMG_1053-12-21.2	571	Klebsiella oxytoca	strain=FFMG-1053-12-21	latest	Contig	2024-07-29	Pathogenic
Campylobacter jejuni	S2022728	NCBI, Patric (diseases)	197	C. jejuni	GCA_036866675.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/866/675/GCA_036866675.1_ASM3686667v1	GCF_036866675.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/866/675/GCF_036866675.1_ASM3686667v1	197	Campylobacter jejuni	strain=S2022728	latest	Scaffold	2024-02-25	Pathogenic
Escherichia coli	Sh20211193	NCBI	623	E. coli	GCA_043678955.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/678/955/GCA_043678955.1_ASM4367895v1	GCF_043678955.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/043/678/955/GCF_043678955.1_ASM4367895v1	623	Shigella flexneri	strain=Sh20211193	latest	Scaffold	2024-10-23	Pathogenic
Enterobacter bugandensis	ELB081	NCBI	881260	E. bugandensis	GCA_036710115.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/710/115/GCA_036710115.1_ASM3671011v1	GCF_036710115.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/710/115/GCF_036710115.1_ASM3671011v1	881260	Enterobacter bugandensis	strain=ELB081	latest	Contig	2024-02-20	Pathogenic
Bacillus cereus	FFZB-104B	NCBI	1396	B. cereus	GCA_964211315.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/211/315/GCA_964211315.1_FFZB_104B.1	GCF_964211315.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/211/315/GCF_964211315.1_FFZB_104B.1	1396	Bacillus cereus	strain=FFZB-104B	latest	Contig	2024-07-30	Pathogenic
Providencia alcalifaciens	dmpm396A	NCBI	584	P. alcalifaciens	GCA_040277035.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/277/035/GCA_040277035.1_ASM4027703v1	GCF_040277035.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/277/035/GCF_040277035.1_ASM4027703v1	584	Proteus mirabilis	strain=dmpm396A	latest	Contig	2024-06-24	Pathogenic
Klebsiella pneumoniae	KpHUPM-97	NCBI	573	K. pneumoniae	GCA_024677165.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/677/165/GCA_024677165.2_ASM2467716v2	GCF_024677165.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/677/165/GCF_024677165.2_ASM2467716v2	573	Klebsiella pneumoniae	strain=KpHUPM-97	latest	Contig	2024-10-08	Pathogenic
Enterobacter hormaechei	dmeb_c292b	NCBI	158836	E. hormaechei	GCA_040286035.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/286/035/GCA_040286035.1_ASM4028603v1	GCF_040286035.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/286/035/GCF_040286035.1_ASM4028603v1	158836	Enterobacter hormaechei	strain=dmeb_c292b	latest	Contig	2024-06-24	Pathogenic
Providencia alcalifaciens	dmpro_s980a	NCBI	588	P. alcalifaciens	GCA_040294945.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/294/945/GCA_040294945.1_ASM4029494v1	GCF_040294945.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/294/945/GCF_040294945.1_ASM4029494v1	588	Providencia stuartii	strain=dmpro_s980a	latest	Contig	2024-06-24	Pathogenic
Vibrio cholerae	VC702711	NCBI	666	V. cholerae	GCA_039737175.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/737/175/GCA_039737175.1_ASM3973717v1	GCF_039737175.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/737/175/GCF_039737175.1_ASM3973717v1	666	Vibrio cholerae	strain=VC702711	latest	Contig	2024-05-21	Pathogenic
Segatella copri	RPF02	Patric (diseases)	165179	S. copri	GCA_036938015.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/938/015/GCA_036938015.1_ASM3693801v1	GCF_036938015.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/938/015/GCF_036938015.1_ASM3693801v1	165179	Segatella copri	strain=RPF02	latest	Contig	2024-03-01	Pathogenic
Providencia alcalifaciens	FFMG-108-12-21	NCBI	584	P. alcalifaciens	GCA_964210285.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/210/285/GCA_964210285.1_FFMG_108-12-21.2	GCF_964210285.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/210/285/GCF_964210285.1_FFMG_108-12-21.2	584	Proteus mirabilis	strain=FFMG-108-12-21	latest	Contig	2024-07-30	Pathogenic
Providencia alcalifaciens	bpro_s46a	NCBI	588	P. alcalifaciens	GCA_040305525.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/305/525/GCA_040305525.1_ASM4030552v1	GCF_040305525.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/305/525/GCF_040305525.1_ASM4030552v1	588	Providencia stuartii	strain=bpro_s46a	latest	Contig	2024-06-24	Pathogenic
Pseudomonas aeruginosa	PA-62	NCBI	287	P. aeruginosa	GCA_040714425.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/714/425/GCA_040714425.1_ASM4071442v1	GCF_040714425.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/714/425/GCF_040714425.1_ASM4071442v1	287	Pseudomonas aeruginosa	strain=PA-62	latest	Contig	2024-07-15	Pathogenic
Aeromonas hydrophila	FUJ01235	NCBI, Patric (diseases)	644	A. hydrophila	GCA_035202515.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/202/515/GCA_035202515.1_ASM3520251v1	GCF_035202515.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/202/515/GCF_035202515.1_ASM3520251v1	644	Aeromonas hydrophila	strain=FUJ01235	latest	Contig	2024-01-08	Pathogenic
Neisseria meningitidis	2023CJ-00358	NCBI	487	N. meningitidis	GCA_036440365.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/440/365/GCA_036440365.1_ASM3644036v1	GCF_036440365.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/440/365/GCF_036440365.1_ASM3644036v1	487	Neisseria meningitidis	strain=2023CJ-00358	latest	Contig	2024-02-07	Pathogenic
Klebsiella pneumoniae	CN-19-F	NCBI	1463165	K. pneumoniae	GCA_043955215.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/955/215/GCA_043955215.1_ASM4395521v1	GCF_043955215.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/043/955/215/GCF_043955215.1_ASM4395521v1	1463165	Klebsiella quasipneumoniae	strain=CN-19-F	latest	Scaffold	2024-10-27	Pathogenic
Enterobacter cloacae	ECC-003	NCBI	550	E. cloacae	GCA_043974055.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/974/055/GCA_043974055.1_ASM4397405v1	GCF_043974055.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/043/974/055/GCF_043974055.1_ASM4397405v1	550	Enterobacter cloacae	strain=ECC-003	latest	Complete Genome	2024-10-29	Pathogenic
